132,1416
132,1418
132,1317
132,1415
132,1220
132,1221
132,1019
132,917
132,719
132,617
132,1346
132,1347
132,1047
132,1048
132,1345
132,1548
132,1549
132,1351
132,1352
132,1353
132,1544
132,1543
132,1456
132,1457
132,1464
132,1465
132,1366
132,1367
132,1062
132,1059
132,1058
132,1063
132,965
132,966
132,767
132,768
132,569
132,566
132,565
132,562
132,561
132,560
132,557
132,654
132,856
132,1381
132,1382
132,1592
132,1591
132,1593
132,1594
132,1588
132,1587
132,1485
132,1484
132,985
132,1083
132,1084
132,1089
132,1090
132,1093
132,1094
135,1507
135,1508
135,1510
135,1511
135,1512
135,1522
135,1523
135,1526
135,1527
135,1528
135,1531
135,1532
135,1533
135,1537
135,1538
135,1561
135,1571
135,1572
135,1573
135,1577
135,1576
139,1061
