101,191
101,192
101,193
101,262
101,263
101,265
101,266
101,267
101,508
101,509
101,510
101,511
101,280
101,281
101,402
101,404
101,403
101,706
101,707
101,577
101,578
101,754
101,755
101,753
101,756
101,536
101,537
101,896
101,895
101,894
101,891
101,890
101,889
101,882
101,881
101,880
101,497
101,498
101,500
101,486
101,487
101,488
101,669
101,670
101,671
101,665
101,664
101,786
101,787
101,788
101,793
101,792
101,963
101,964
101,970
101,971
101,975
101,976
101,980
101,981
101,682
101,683
101,979
101,985
101,986
101,987
101,991
101,992
101,993
101,997
101,998
101,999
101,1004
101,1005
101,1006
101,1012
101,1013
101,965
