33,277
33,2230
33,2189
32,1733
32,1740
32,2094
33,2197
33,2206
33,2221
32,1691
33,971
33,1388
33,632
32,892
33,565
33,1435
33,1772
33,278
33,633
33,631
33,634
33,614
33,983
33,1389
33,1764
33,1773
33,566
33,242
33,243
33,256
33,255
33,581
33,580
33,603
33,602
33,615
33,622
33,623
33,624
33,1012
33,962
33,963
33,1366
32,1287
32,884
33,1387
32,1752
32,1739
32,2156
32,2142
33,2205
32,2118
32,2116
33,2190
32,2095
32,1699
32,1700
33,1814
33,2229
33,2235
33,1833
32,1754
32,1324
33,1405
33,1406
33,1416
33,1417
33,1418
33,1436
33,1027
33,1026
32,945
33,1374
33,1373
32,1682
33,1763
33,1365
33,984
32,917
32,916
33,995
33,1013
33,592
33,591
33,590
33,579
33,267
33,266
33,268
33,291
33,290
33,289
33,300
33,299
33,2176
115,1710
