134,1928
134,1850
134,1772
134,1774
134,1529
134,1528
134,1287
134,1290
134,1292
134,1053
134,812
134,649
134,648
134,975
134,976
134,1455
134,1537
134,1698
134,2093
134,2094
134,2096
134,2020
134,2021
134,2022
134,2025
134,2026
134,1950
134,1871
134,1627
134,1628
134,1624
134,1623
134,821
134,823
134,819
134,578
134,577
134,177
134,183
134,426
134,427
134,428
134,432
134,434
134,433
134,437
134,279
134,280
134,203
134,204
134,205
134,367
134,366
134,522
134,521
134,680
134,679
134,685
134,764
134,843
134,1081
134,1082
134,1085
134,1086
134,1155
134,1154
134,1316
134,1317
134,1400
134,1482
134,1483
134,1327
134,1484
134,2036
134,2038
134,1881
134,1882
134,1725
134,1726
134,1728
134,1729
137,1574
137,1575
137,1578
137,1336
137,1337
137,1579
137,456
137,457
137,460
137,461
137,462
137,465
137,466
137,469
137,468
137,636
137,635
137,877
137,1116
137,1115
137,1437
137,1435
137,1676
137,2156
137,2155
137,2229
137,2228
137,2227
137,1988
137,1987
137,2216
137,2217
137,2220
137,2222
137,2058
137,2059
137,1975
137,1737
137,1812
137,950
