100,546
100,344
100,744
100,408
100,409
100,412
100,413
100,414
100,415
100,120
100,119
100,121
100,323
100,322
100,324
100,328
100,329
100,332
100,333
100,327
100,484
100,485
100,488
100,489
100,490
100,343
100,545
100,993
100,681
100,680
100,679
100,834
100,835
100,838
100,839
100,840
100,833
100,828
100,827
100,980
100,1184
100,1185
100,1081
100,1079
100,1082
100,1076
100,1075
100,1074
100,1073
100,1072
100,869
100,920
100,718
100,717
100,916
100,915
100,914
100,569
100,1396
100,1395
100,1394
100,1391
100,1390
100,1389
100,1337
100,1336
100,1383
100,1382
100,1381
100,1327
100,1380
100,1375
100,1374
100,1373
100,1370
100,1369
100,1368
100,1365
100,1263
100,1262
100,1361
100,1360
100,803
100,904
100,905
100,806
100,1053
100,1052
100,1206
100,1207
100,1254
100,1255
100,1359
