104,57
104,59
104,58
104,16
104,17
104,65
104,66
104,22
104,24
104,23
104,25
104,78
104,79
104,82
104,83
104,172
104,173
104,176
104,177
104,77
104,181
104,267
104,309
104,453
104,547
104,548
104,546
104,543
104,542
104,492
104,491
104,439
104,438
104,534
104,533
104,535
104,436
104,437
104,526
104,525
104,524
104,430
104,520
104,519
104,245
104,244
104,286
104,145
104,146
104,556
104,557
104,558
104,749
104,750
104,752
104,753
105,913
104,815
104,773
105,881
104,756
104,757
104,885
104,886
104,846
104,847
104,851
104,852
104,901
104,902
104,903
104,904
